,year,month,day,max,min
699,2019,11,day25,12.64723,6.187992
700,2019,11,day26,11.515182,5.848912
701,2019,11,day27,14.058025,9.715569
702,2019,11,day28,15.919724,11.649006
703,2019,11,day29,13.228153,7.198843
704,2019,11,day3,12.696632,4.910979
705,2019,11,day30,16.001786,9.785178
706,2019,11,day31,12.414519,6.533979
707,2019,11,day4,11.404025,5.599513
708,2019,11,day5,12.169307,8.062626
709,2019,11,day6,10.391338,4.38331
710,2019,11,day7,11.486465,3.508364
711,2019,11,day8,12.321273,8.208523
712,2019,11,day9,15.656752,8.300047
713,2019,12,day1,16.814025,8.889867
714,2019,12,day10,16.790415,9.544424
715,2019,12,day11,13.378603,6.273842
716,2019,12,day12,15.746077,10.572307
717,2019,12,day13,13.262838,8.464958
718,2019,12,day14,13.251436,5.517952
719,2019,12,day15,16.092302,8.135811
720,2019,12,day16,16.258184,11.244929
721,2019,12,day17,17.519746,12.755332
722,2019,12,day18,15.141845,8.018479
723,2019,12,day19,18.19479,12.867091
724,2019,12,day2,14.521902,10.456933
725,2019,12,day20,13.74685,8.274773
726,2019,12,day21,18.336919,11.363688
727,2019,12,day22,18.367825,12.821246
728,2019,12,day23,18.842342,12.857529
729,2019,12,day24,15.98514,8.287898
730,2019,12,day25,16.115655,8.911063
731,2019,12,day26,17.362488,13.04678
732,2019,12,day27,16.61472,9.325355
733,2019,12,day28,16.272846,10.988001
734,2019,12,day29,13.480413,6.836737
735,2019,12,day3,17.73112,12.35191
736,2019,12,day30,14.838975,8.428489
737,2019,12,day31,15.556696,8.797637
738,2019,12,day4,17.397646,10.884618
739,2019,12,day5,17.629008,10.68826
740,2019,12,day6,14.995112,10.817769
741,2019,12,day7,16.276082,9.022047
742,2019,12,day8,14.050535,6.933964
743,2019,12,day9,15.787737,9.00618
744,2020,1,day1,19.109282,14.939861
745,2020,1,day10,17.4034,10.289339
746,2020,1,day11,19.197971,13.666553
747,2020,1,day12,20.403468,13.983089
748,2020,1,day13,21.074372,13.279078
749,2020,1,day14,19.23208,12.179742
750,2020,1,day15,20.443531,14.325691
751,2020,1,day16,19.388204,12.789961
752,2020,1,day17,18.49767,14.043875
753,2020,1,day18,21.414049,15.417873
754,2020,1,day19,19.321924,13.075233
755,2020,1,day2,22.220223,16.809986
756,2020,1,day20,18.57066,13.529501
757,2020,1,day21,19.677639,11.692178
758,2020,1,day22,18.713461,11.047546
759,2020,1,day23,19.947201,15.456651
760,2020,1,day24,22.116958,16.308787
761,2020,1,day25,22.392074,16.611629
762,2020,1,day26,17.526744,10.799027
763,2020,1,day27,22.073127,16.794776
764,2020,1,day28,19.084552,14.824795
765,2020,1,day29,20.253028,12.687701
766,2020,1,day3,22.988904,17.890682
767,2020,1,day30,22.108172,15.260936
768,2020,1,day31,22.563947,16.013147
769,2020,1,day4,22.880164,15.088546
770,2020,1,day5,17.450247,10.900197
771,2020,1,day6,19.179867,11.975483
772,2020,1,day7,21.076464,13.265306
773,2020,1,day8,17.856677,11.426385
774,2020,1,day9,21.687872,17.548676
775,2020,2,day1,25.762178,19.727155
776,2020,2,day10,25.940036,21.645034
777,2020,2,day11,26.834278,20.264924
778,2020,2,day12,23.699847,16.979411
779,2020,2,day13,23.067089,15.555248
780,2020,2,day14,25.681578,19.122402
781,2020,2,day15,22.091779,14.22672
782,2020,2,day16,23.59571,15.952861
783,2020,2,day17,21.332477,16.835833
784,2020,2,day18,21.918093,17.259464
785,2020,2,day19,22.935965,16.098636
786,2020,2,day2,21.728175,16.924253
787,2020,2,day20,23.076138,15.312522
788,2020,2,day21,26.369556,18.985821
789,2020,2,day22,22.503632,15.963403
790,2020,2,day23,24.305048,19.804367
791,2020,2,day24,22.816948,16.683036
792,2020,2,day25,24.015439,19.340895
793,2020,2,day26,26.649642,22.032865
794,2020,2,day27,24.952397,18.069866
795,2020,2,day28,24.630833,17.260713
796,2020,2,day29,24.381708,17.080763
797,2020,2,day3,21.833261,14.671769
798,2020,2,day30,21.170241,16.988394
799,2020,2,day31,24.848722,18.541637
800,2020,2,day4,21.157704,14.941618
801,2020,2,day5,23.213467,15.99882
802,2020,2,day6,24.309882,17.862088
803,2020,2,day7,21.517293,16.28013
804,2020,2,day8,26.99757,20.122092
805,2020,2,day9,24.154174,17.077516
806,2020,3,day1,27.834983,20.767147
807,2020,3,day10,25.803698,18.930247
808,2020,3,day11,28.333402,20.890292
809,2020,3,day12,29.780448,25.257383
810,2020,3,day13,26.151444,19.90484
811,2020,3,day14,25.842899,19.977008
812,2020,3,day15,25.533033,20.541358
813,2020,3,day16,24.509073,19.348225
814,2020,3,day17,26.233102,19.771592
815,2020,3,day18,25.417825,17.956595
816,2020,3,day19,24.886401,19.576658
817,2020,3,day2,26.427724,19.871759
818,2020,3,day20,27.394325,22.143466
819,2020,3,day21,28.506931,22.513869
820,2020,3,day22,27.016552,21.021513
821,2020,3,day23,25.779446,21.686741
822,2020,3,day24,29.5996,23.577822
823,2020,3,day25,29.728323,24.867745
824,2020,3,day26,26.045574,21.843412
825,2020,3,day27,26.897568,19.368211
826,2020,3,day28,27.853763,21.971416
827,2020,3,day29,27.148348,19.759658
828,2020,3,day3,26.916432,20.407776
829,2020,3,day30,26.51377,18.983947
830,2020,3,day31,28.293252,21.237825
831,2020,3,day4,25.666233,17.839632
832,2020,3,day5,26.825872,19.60712
833,2020,3,day6,28.038148,22.848413
834,2020,3,day7,24.366041,20.126389
835,2020,3,day8,26.565836,20.628832
836,2020,3,day9,25.152341,18.7257
837,2020,4,day1,27.195624,21.593298
838,2020,4,day10,26.194347,20.157857
839,2020,4,day11,28.000467,23.819254
840,2020,4,day12,25.822218,20.490055
841,2020,4,day13,27.842465,22.014511
842,2020,4,day14,28.637563,22.57554
843,2020,4,day15,26.967795,20.515523
844,2020,4,day16,25.975012,18.012549
845,2020,4,day17,29.435916,24.238979
846,2020,4,day18,27.018241,19.705083
847,2020,4,day19,28.194039,21.35908
848,2020,4,day2,28.42169,23.643069
849,2020,4,day20,26.798743,19.535748
850,2020,4,day21,27.210147,20.514921
851,2020,4,day22,30.879388,24.54458
852,2020,4,day23,29.780529,22.879232
853,2020,4,day24,29.128262,25.021673
854,2020,4,day25,27.847541,19.979258
855,2020,4,day26,29.697424,22.592776
856,2020,4,day27,28.465806,21.580206
857,2020,4,day28,28.50114,23.819091
858,2020,4,day29,28.774151,22.295208
859,2020,4,day3,28.319338,24.025211
860,2020,4,day30,30.047003,25.4559
861,2020,4,day31,29.084361,24.958079
862,2020,4,day4,28.025533,20.967917
863,2020,4,day5,26.678324,18.721961
864,2020,4,day6,29.082392,24.607148
865,2020,4,day7,30.850497,25.274882
866,2020,4,day8,29.769383,24.413042
867,2020,4,day9,30.633691,23.613831
868,2020,5,day1,29.617434,25.177852
869,2020,5,day10,24.967298,17.318801
870,2020,5,day11,25.982165,20.565017
871,2020,5,day12,28.560142,21.676444
872,2020,5,day13,27.788058,21.014805
873,2020,5,day14,27.588663,22.819606
874,2020,5,day15,25.407318,19.174971
875,2020,5,day16,25.277405,17.385763
876,2020,5,day17,25.713891,20.557874
877,2020,5,day18,25.17187,18.351917
878,2020,5,day19,25.830448,20.435235
879,2020,5,day2,24.041827,18.787058
880,2020,5,day20,29.530405,22.348784
881,2020,5,day21,25.568948,21.081452
882,2020,5,day22,27.987937,22.46916
883,2020,5,day23,29.809166,22.535657
884,2020,5,day24,29.655856,22.437393
885,2020,5,day25,25.670919,20.520398
886,2020,5,day26,28.213051,22.827597
887,2020,5,day27,26.58246,21.556684
888,2020,5,day28,26.802679,21.994407
889,2020,5,day29,27.159671,19.427575
890,2020,5,day3,24.836791,18.07479
891,2020,5,day30,28.105231,23.556139
892,2020,5,day31,27.622265,21.274943
893,2020,5,day4,26.390468,19.290578
894,2020,5,day5,29.451329,21.960058
895,2020,5,day6,28.343227,24.094102
896,2020,5,day7,24.756698,19.927331
897,2020,5,day8,25.8785,19.229593
898,2020,5,day9,27.081066,21.826056
899,2020,6,day1,22.454748,15.775412
900,2020,6,day10,22.927006,16.343415
901,2020,6,day11,26.447622,22.089779
902,2020,6,day12,24.4448,18.304191
903,2020,6,day13,25.338706,17.592029
904,2020,6,day14,26.479378,21.779119
905,2020,6,day15,26.29347,21.590315
906,2020,6,day16,26.517809,18.529122
907,2020,6,day17,23.381967,17.400432
908,2020,6,day18,26.619652,18.771127
909,2020,6,day19,26.556238,19.049266
910,2020,6,day2,24.186249,17.634471
911,2020,6,day20,21.055603,14.783756
912,2020,6,day21,21.643804,13.711829
913,2020,6,day22,22.70737,14.750972
914,2020,6,day23,24.259803,18.284153
915,2020,6,day24,26.631363,19.227124
916,2020,6,day25,23.808125,19.036879
917,2020,6,day26,21.675881,17.025904
918,2020,6,day27,23.753487,18.724427
919,2020,6,day28,22.117194,15.170723
920,2020,6,day29,25.744606,19.473481
921,2020,6,day3,21.314947,15.661741
922,2020,6,day30,25.543697,20.841717
923,2020,6,day31,26.136879,18.548708
924,2020,6,day4,25.304148,20.901969
925,2020,6,day5,25.624596,21.603871
926,2020,6,day6,24.302115,16.585717
927,2020,6,day7,23.441445,15.701316
928,2020,6,day8,26.270398,20.360604
929,2020,6,day9,22.196736,14.34108
930,2020,7,day1,21.961939,15.900816
931,2020,7,day10,17.709349,12.482124
932,2020,7,day11,19.4325,13.422418
933,2020,7,day12,22.37071,15.556482
934,2020,7,day13,18.865868,14.396205
935,2020,7,day14,22.496782,17.316632
936,2020,7,day15,20.687753,15.811238
937,2020,7,day16,17.801413,13.18867
938,2020,7,day17,21.486409,15.063453
939,2020,7,day18,19.495074,13.298136
940,2020,7,day19,19.824968,13.674898
941,2020,7,day2,17.520427,10.843403
942,2020,7,day20,20.984567,16.11092
943,2020,7,day21,18.484793,11.465834
944,2020,7,day22,22.23881,17.911329
945,2020,7,day23,19.680488,12.865423
946,2020,7,day24,17.468616,11.211941
947,2020,7,day25,17.370548,11.179951
948,2020,7,day26,20.032922,13.742116
949,2020,7,day27,17.899114,12.586644
950,2020,7,day28,20.122049,15.657089
951,2020,7,day29,18.232409,11.899818
952,2020,7,day3,18.108687,13.54624
953,2020,7,day30,17.54565,11.504148
954,2020,7,day31,21.852152,16.038423
955,2020,7,day4,18.94161,13.949422
956,2020,7,day5,18.564712,13.622627
957,2020,7,day6,21.52254,13.706401
958,2020,7,day7,18.811675,11.920145
959,2020,7,day8,17.068614,10.453881
960,2020,7,day9,21.156612,16.908114
961,2020,8,day1,16.079487,10.252293
962,2020,8,day10,15.453202,8.377313
963,2020,8,day11,17.594966,9.681633
964,2020,8,day12,16.875285,11.193837
965,2020,8,day13,18.95714,13.427221
966,2020,8,day14,18.217722,10.590652
967,2020,8,day15,15.253873,8.522952
968,2020,8,day16,16.970755,10.813554
969,2020,8,day17,16.921205,11.530125
970,2020,8,day18,14.070842,7.921808
971,2020,8,day19,16.173055,9.261623
972,2020,8,day2,13.346421,7.496907
973,2020,8,day20,14.336141,10.322248
974,2020,8,day21,13.136412,7.94296
975,2020,8,day22,17.040999,10.863218
976,2020,8,day23,16.191602,8.89816
977,2020,8,day24,14.485072,9.100433
978,2020,8,day25,14.653898,6.904257
979,2020,8,day26,17.350144,12.898765
980,2020,8,day27,17.856869,12.179907
981,2020,8,day28,17.596321,10.061294
982,2020,8,day29,13.093875,8.269548
983,2020,8,day3,17.841492,10.948372
984,2020,8,day30,13.60538,9.471075
985,2020,8,day31,16.586709,9.773564
986,2020,8,day4,15.375692,8.109879
987,2020,8,day5,17.474827,11.161582
988,2020,8,day6,13.271739,7.893623
989,2020,8,day7,13.382559,5.406065
990,2020,8,day8,18.607497,14.33142
991,2020,8,day9,18.602653,14.475714
992,2020,9,day1,10.363855,3.40169
993,2020,9,day10,11.398053,6.196049
994,2020,9,day11,10.437543,2.643462
995,2020,9,day12,15.35008,7.703769
996,2020,9,day13,13.827756,8.118953
997,2020,9,day14,13.045521,5.156361
998,2020,9,day15,15.721315,9.035945
999,2020,9,day16,14.786624,9.511687
1000,2020,9,day17,12.569745,7.972874
1001,2020,9,day18,12.330558,5.312894
1002,2020,9,day19,12.91291,5.515546
1003,2020,9,day2,12.485389,7.548032
1004,2020,9,day20,11.876215,5.045908
1005,2020,9,day21,14.906454,7.247489
1006,2020,9,day22,13.446112,5.574968
1007,2020,9,day23,13.415517,8.879146
1008,2020,9,day24,11.528948,6.715601
1009,2020,9,day25,13.952032,6.263127
1010,2020,9,day26,15.154597,10.784741
1011,2020,9,day27,14.419305,9.657379
1012,2020,9,day28,11.682566,4.987879
1013,2020,9,day29,13.689329,6.194847
1014,2020,9,day3,11.375412,3.920491
1015,2020,9,day30,11.200777,4.153991
1016,2020,9,day31,14.417628,8.182226
1017,2020,9,day4,10.410461,4.394878
1018,2020,9,day5,11.807377,4.544232
1019,2020,9,day6,14.460902,9.185287
1020,2020,9,day7,13.659303,6.969175
1021,2020,9,day8,11.995787,6.78873
1022,2020,9,day9,10.931359,4.29051
1023,2020,10,day1,11.876365,4.39847
1024,2020,10,day10,11.155557,6.109311
1025,2020,10,day11,12.076899,6.08779
1026,2020,10,day12,9.591649,1.666376
1027,2020,10,day13,11.816943,4.458018
1028,2020,10,day14,14.485983,9.003163
1029,2020,10,day15,11.483581,5.233482
1030,2020,10,day16,10.327645,5.743954
1031,2020,10,day17,10.564645,2.825612
1032,2020,10,day18,12.474858,6.804545
1033,2020,10,day19,9.914468,4.595007
1034,2020,10,day2,10.997786,3.169707
1035,2020,10,day20,11.279039,3.945588
1036,2020,10,day21,11.995809,5.377377
1037,2020,10,day22,13.10908,8.079773
1038,2020,10,day23,13.929552,6.063519
1039,2020,10,day24,12.850167,6.887784
1040,2020,10,day25,10.009402,2.8295
1041,2020,10,day26,10.015594,3.13434
1042,2020,10,day27,11.929898,4.2623
1043,2020,10,day28,12.252821,5.685583
1044,2020,10,day29,9.352392,5.217097
1045,2020,10,day3,9.092002,1.343363
1046,2020,10,day30,14.080184,6.299432
1047,2020,10,day31,13.009293,5.951938
1048,2020,10,day4,14.772465,10.303201
1049,2020,10,day5,14.997432,9.081749
1050,2020,10,day6,10.455559,4.037953
1051,2020,10,day7,10.227079,2.566573
1052,2020,10,day8,12.312476,5.21042
1053,2020,10,day9,11.28397,5.14937
1054,2020,11,day1,12.54615,5.175971
1055,2020,11,day10,10.174652,2.922023
1056,2020,11,day11,14.115994,6.891324
1057,2020,11,day12,15.530437,11.102371
1058,2020,11,day13,10.64968,6.05409
1059,2020,11,day14,11.223389,5.117565
1060,2020,11,day15,14.963083,9.893784
1061,2020,11,day16,12.453175,6.960969
1062,2020,11,day17,12.507961,6.247952
1063,2020,11,day18,16.013195,11.109766
1064,2020,11,day19,14.176047,6.784578
1065,2020,11,day2,11.460397,4.631719
1066,2020,11,day20,13.994211,6.561334
1067,2020,11,day21,14.629312,10.25531
1068,2020,11,day22,12.347381,6.136575
1069,2020,11,day23,10.408486,6.370686
1070,2020,11,day24,11.100098,5.100665
1071,2020,11,day25,12.675255,5.537749
1072,2020,11,day26,13.466937,6.035095
1073,2020,11,day27,10.643968,4.531331
1074,2020,11,day28,10.327107,5.481439
1075,2020,11,day29,15.280498,7.730281
1076,2020,11,day3,10.126646,4.103714
1077,2020,11,day30,12.924798,8.738551
1078,2020,11,day31,10.517885,2.815546
1079,2020,11,day4,12.311001,5.83966
1080,2020,11,day5,14.072325,7.606248
1081,2020,11,day6,12.971022,7.019604
1082,2020,11,day7,10.111471,3.904897
1083,2020,11,day8,10.142903,4.025232
1084,2020,11,day9,11.720241,3.810324
1085,2020,12,day1,18.39587,12.14183
1086,2020,12,day10,13.839704,5.885792
1087,2020,12,day11,17.344981,11.34181
1088,2020,12,day12,18.84594,14.631154
1089,2020,12,day13,15.62253,8.267831
1090,2020,12,day14,15.043556,7.967534
1091,2020,12,day15,18.72915,13.142338
1092,2020,12,day16,17.641329,13.522827
1093,2020,12,day17,14.639962,6.669619
1094,2020,12,day18,15.943621,10.520376
1095,2020,12,day19,18.646857,12.919465
1096,2020,12,day2,13.197411,5.482345
1097,2020,12,day20,17.078169,10.435482
1098,2020,12,day21,13.514165,7.039701
1099,2020,12,day22,17.788331,10.935897
1100,2020,12,day23,13.492228,8.875344
1101,2020,12,day24,17.270063,10.734459
1102,2020,12,day25,17.437932,12.171219
1103,2020,12,day26,13.639306,9.618525
1104,2020,12,day27,14.849605,9.409935
1105,2020,12,day28,14.618599,10.088571
1106,2020,12,day29,14.124351,8.328976
1107,2020,12,day3,14.886908,7.041031
1108,2020,12,day30,16.32844,10.696263
1109,2020,12,day31,13.157571,7.741914
1110,2020,12,day4,16.522217,9.513199
1111,2020,12,day5,17.276268,11.683084
1112,2020,12,day6,13.461625,8.811824
1113,2020,12,day7,14.442833,7.104231
1114,2020,12,day8,15.33494,7.748837
1115,2020,12,day9,14.990379,7.967942
1116,2021,1,day1,17.558386,11.16621
1117,2021,1,day10,19.526614,13.589689
1118,2021,1,day11,17.461528,12.454729
1119,2021,1,day12,18.47954,11.979406
1120,2021,1,day13,20.562838,15.780645
1121,2021,1,day14,17.641834,12.423202
1122,2021,1,day15,22.692941,17.364072
1123,2021,1,day16,20.721153,13.504847
1124,2021,1,day17,18.97725,13.638305
1125,2021,1,day18,21.892853,14.454819
1126,2021,1,day19,22.845352,18.300854
1127,2021,1,day2,18.946582,13.40563
1128,2021,1,day20,18.923991,11.134875
1129,2021,1,day21,18.205109,12.948376
1130,2021,1,day22,22.787448,14.912547
1131,2021,1,day23,18.748689,11.968858
1132,2021,1,day24,19.946044,13.642527
1133,2021,1,day25,18.454546,12.950325
1134,2021,1,day26,21.898967,16.327227
1135,2021,1,day27,17.683327,11.427925
1136,2021,1,day28,20.553362,14.370846
1137,2021,1,day29,21.090276,14.889879
1138,2021,1,day3,18.751084,13.199886
1139,2021,1,day30,22.718028,16.871539
1140,2021,1,day31,21.250202,15.496382
1141,2021,1,day4,17.508197,9.903653
1142,2021,1,day5,22.431245,14.518553
1143,2021,1,day6,20.431763,15.753431
1144,2021,1,day7,19.284392,14.729032
1145,2021,1,day8,18.806788,12.834292
1146,2021,1,day9,17.379603,11.640898
1147,2021,2,day1,22.747987,15.976646
1148,2021,2,day10,24.261871,17.098988
1149,2021,2,day11,23.157177,15.575171
1150,2021,2,day12,24.221436,17.668714
1151,2021,2,day13,21.509892,14.434075
1152,2021,2,day14,24.94561,19.525575
1153,2021,2,day15,24.881999,20.704812
1154,2021,2,day16,26.901649,20.191762
1155,2021,2,day17,23.397706,16.386975
1156,2021,2,day18,26.794301,21.072478
1157,2021,2,day19,21.063287,16.028333
1158,2021,2,day2,25.913793,18.731166
1159,2021,2,day20,24.064057,17.988866
1160,2021,2,day21,24.48311,18.182168
1161,2021,2,day22,23.674671,18.110135
1162,2021,2,day23,25.634053,19.279694
1163,2021,2,day24,24.002795,18.622925
1164,2021,2,day25,21.147376,16.729178
1165,2021,2,day26,23.495853,15.648941
1166,2021,2,day27,21.696416,13.933711
1167,2021,2,day28,21.850051,16.60249
1168,2021,2,day29,23.731996,18.904527
1169,2021,2,day3,23.45485,17.457637
1170,2021,2,day30,23.897556,17.992906
1171,2021,2,day31,23.628996,16.841943
1172,2021,2,day4,24.800016,19.831932
1173,2021,2,day5,24.951978,18.091032
1174,2021,2,day6,25.734461,21.4386
1175,2021,2,day7,26.944204,21.027265
1176,2021,2,day8,23.404831,17.37838
1177,2021,2,day9,26.522353,19.755518
1178,2021,3,day1,25.84166,20.640604
1179,2021,3,day10,26.52101,22.404241
1180,2021,3,day11,27.612845,22.823547
1181,2021,3,day12,27.481422,21.926079
1182,2021,3,day13,28.156617,23.333479
1183,2021,3,day14,28.442156,21.207237
1184,2021,3,day15,24.303586,19.896578
1185,2021,3,day16,29.160079,24.41224
1186,2021,3,day17,25.884113,20.053911
1187,2021,3,day18,25.502324,18.051777
1188,2021,3,day19,27.094493,20.538059
1189,2021,3,day2,28.789319,24.328978
1190,2021,3,day20,27.510028,21.064795
1191,2021,3,day21,27.450232,22.058533
1192,2021,3,day22,29.00131,22.531859
1193,2021,3,day23,28.810633,21.986679
1194,2021,3,day24,25.712872,19.254934
1195,2021,3,day25,24.436715,19.900924
1196,2021,3,day26,24.635373,19.413853
1197,2021,3,day27,25.02647,18.252724
1198,2021,3,day28,26.993152,21.320196
1199,2021,3,day29,24.755407,19.220567
1200,2021,3,day3,29.023283,22.431404
1201,2021,3,day30,25.042725,18.500719
1202,2021,3,day31,28.088801,21.50776
1203,2021,3,day4,27.991039,23.333623
1204,2021,3,day5,29.831606,24.855954
1205,2021,3,day6,24.974923,20.33438
1206,2021,3,day7,27.287297,19.453446
1207,2021,3,day8,25.319337,19.699147
1208,2021,3,day9,25.034914,18.472998
1209,2021,4,day1,30.999397,24.779747
1210,2021,4,day10,25.496024,21.372581
1211,2021,4,day11,29.56634,24.39798
1212,2021,4,day12,26.649118,20.498683
1213,2021,4,day13,26.009254,20.179968
1214,2021,4,day14,29.45511,22.391431
1215,2021,4,day15,28.298357,23.845513
1216,2021,4,day16,25.68524,18.584788
1217,2021,4,day17,29.939697,24.47225
1218,2021,4,day18,29.935666,25.769223
1219,2021,4,day19,29.313881,23.128468
1220,2021,4,day2,27.937852,23.376666
1221,2021,4,day20,30.938654,26.528989
1222,2021,4,day21,29.980424,22.975042
1223,2021,4,day22,26.786254,18.789003
1224,2021,4,day23,27.698394,22.304086
1225,2021,4,day24,29.900372,24.144092
1226,2021,4,day25,30.963746,23.86122
1227,2021,4,day26,26.421676,19.178865
1228,2021,4,day27,28.527543,23.12502
1229,2021,4,day28,29.264524,22.733441
1230,2021,4,day29,25.99589,21.43895
1231,2021,4,day3,26.88748,21.083476
1232,2021,4,day30,26.239718,21.411947
1233,2021,4,day31,25.356147,19.952885
1234,2021,4,day4,25.321668,19.885511
1235,2021,4,day5,25.057501,20.511362
1236,2021,4,day6,29.891296,22.035979
1237,2021,4,day7,28.032628,22.052749
1238,2021,4,day8,29.10818,23.445658
1239,2021,4,day9,30.039351,24.084553
1240,2021,5,day1,25.614713,19.459639
1241,2021,5,day10,28.196572,20.882645
1242,2021,5,day11,28.497045,21.792107
1243,2021,5,day12,26.864956,20.555253
1244,2021,5,day13,25.540506,19.883606
1245,2021,5,day14,26.640154,20.105643
1246,2021,5,day15,29.208954,24.836575
1247,2021,5,day16,27.021884,21.908981
1248,2021,5,day17,29.54622,24.069935
1249,2021,5,day18,29.629728,24.320571
1250,2021,5,day19,23.943042,16.846501
1251,2021,5,day2,25.870125,19.05391
1252,2021,5,day20,28.324547,21.40082
1253,2021,5,day21,26.678899,20.022323
1254,2021,5,day22,26.07754,21.824217
1255,2021,5,day23,27.13475,22.26343
1256,2021,5,day24,26.506062,21.658656
1257,2021,5,day25,25.539424,18.22605
1258,2021,5,day26,25.954734,19.643
1259,2021,5,day27,27.325056,21.383704
1260,2021,5,day28,25.990641,19.260433
1261,2021,5,day29,24.218659,19.82036
1262,2021,5,day3,25.664203,20.59483
1263,2021,5,day30,28.631542,22.793215
1264,2021,5,day31,24.673626,17.24302
1265,2021,5,day4,29.076304,21.134351
1266,2021,5,day5,28.003999,23.623098
1267,2021,5,day6,29.704835,22.562071
1268,2021,5,day7,29.440816,21.470871
1269,2021,5,day8,29.130489,24.622936
1270,2021,5,day9,29.124676,24.125967
1271,2021,6,day1,23.647716,19.645012
1272,2021,6,day10,22.404863,15.782922
1273,2021,6,day11,25.222188,21.217843
1274,2021,6,day12,23.86084,19.330041
1275,2021,6,day13,22.357145,15.637214
1276,2021,6,day14,21.055722,14.273333
1277,2021,6,day15,25.902654,17.950035
1278,2021,6,day16,23.533884,19.005183
1279,2021,6,day17,21.42497,15.89269
1280,2021,6,day18,25.38458,20.974872
1281,2021,6,day19,22.880109,15.356153
1282,2021,6,day2,26.748191,21.938918
1283,2021,6,day20,21.822776,14.728934
1284,2021,6,day21,25.518947,20.986362
1285,2021,6,day22,26.957641,22.386229
1286,2021,6,day23,24.18305,20.149151
1287,2021,6,day24,24.900121,19.139724
1288,2021,6,day25,25.334592,18.822272
1289,2021,6,day26,21.908245,16.261405
1290,2021,6,day27,25.119397,17.679547
1291,2021,6,day28,21.520128,17.118268
1292,2021,6,day29,25.514674,19.156378
1293,2021,6,day3,25.131551,20.603899
1294,2021,6,day30,23.304191,15.451197
1295,2021,6,day31,22.887022,18.327701
1296,2021,6,day4,24.899983,20.264073
1297,2021,6,day5,26.596353,21.500276
1298,2021,6,day6,24.927528,19.925971
1299,2021,6,day7,23.231063,15.615862
1300,2021,6,day8,21.99315,16.407784
1301,2021,6,day9,22.833055,16.03529
1302,2021,7,day1,18.661806,14.324811
1303,2021,7,day10,17.676462,11.678132
1304,2021,7,day11,20.563579,14.450433
1305,2021,7,day12,22.866182,14.918652
1306,2021,7,day13,22.603546,18.075615
1307,2021,7,day14,22.164884,15.891362
1308,2021,7,day15,19.192475,12.460707
1309,2021,7,day16,21.576356,13.758544
1310,2021,7,day17,21.622202,17.555445
1311,2021,7,day18,17.405195,12.356454
1312,2021,7,day19,17.238961,12.997086
1313,2021,7,day2,20.32038,13.920348
1314,2021,7,day20,21.73574,15.709298
1315,2021,7,day21,20.771424,14.767228
1316,2021,7,day22,19.492592,12.685349
1317,2021,7,day23,17.494567,11.348308
1318,2021,7,day24,20.696282,15.586411
1319,2021,7,day25,18.859441,12.814223
1320,2021,7,day26,18.219185,10.986945
1321,2021,7,day27,20.218341,14.655415
1322,2021,7,day28,20.805765,13.46766
1323,2021,7,day29,21.086334,16.821874
1324,2021,7,day3,20.645559,13.52968
1325,2021,7,day30,21.192055,14.272222
1326,2021,7,day31,22.078809,17.847185
1327,2021,7,day4,21.142856,13.751288
1328,2021,7,day5,20.950432,15.743835
1329,2021,7,day6,20.106495,14.068405
1330,2021,7,day7,21.487062,16.304894
1331,2021,7,day8,17.327415,9.735765
1332,2021,7,day9,22.728029,16.748478
1333,2021,8,day1,13.517277,7.779342
1334,2021,8,day10,14.612587,7.066928
1335,2021,8,day11,17.628582,13.511157
1336,2021,8,day12,17.842647,12.754725
1337,2021,8,day13,13.383232,6.533939
1338,2021,8,day14,16.45991,12.15163
1339,2021,8,day15,15.731187,10.290691
1340,2021,8,day16,15.99766,9.730116
1341,2021,8,day17,15.206127,10.185662
1342,2021,8,day18,13.617429,7.32178
1343,2021,8,day19,17.33667,12.423053
1344,2021,8,day2,15.720231,9.284901
1345,2021,8,day20,16.052949,11.876798
1346,2021,8,day21,18.177571,13.199365
1347,2021,8,day22,15.830588,10.29867
1348,2021,8,day23,13.900508,6.175868
1349,2021,8,day24,18.144911,11.933452
1350,2021,8,day25,18.483686,11.521023
1351,2021,8,day26,15.516216,10.229008
1352,2021,8,day27,15.49754,8.616388
1353,2021,8,day28,14.627548,10.315999
1354,2021,8,day29,15.236849,9.228685
1355,2021,8,day3,14.85574,7.888966
1356,2021,8,day30,18.411646,13.694269
1357,2021,8,day31,17.826028,9.900373
1358,2021,8,day4,17.443949,12.966177
1359,2021,8,day5,17.247404,10.441405
1360,2021,8,day6,13.982996,6.170931
1361,2021,8,day7,16.138032,9.006084
1362,2021,8,day8,17.324593,12.656741
1363,2021,8,day9,13.761584,6.637088
1364,2021,9,day1,15.796273,11.520567
1365,2021,9,day10,14.63469,9.654183
1366,2021,9,day11,10.110064,4.46992
1367,2021,9,day12,11.469783,6.084088
1368,2021,9,day13,15.109241,7.600446
1369,2021,9,day14,15.777738,11.77189
1370,2021,9,day15,14.01562,6.619596
1371,2021,9,day16,14.435087,10.019291
1372,2021,9,day17,13.250684,8.298013
1373,2021,9,day18,13.02397,8.78439
1374,2021,9,day19,16.053552,9.206942
1375,2021,9,day2,12.862362,7.733134
1376,2021,9,day20,10.629957,2.944859
1377,2021,9,day21,15.455522,9.376485
1378,2021,9,day22,14.276878,8.78691
